template_id,match_index,match_time,correlation,station,network,channel
motif4_b,374177,2024-09-23T00:24:56.708091Z,0.902936341429,,,
motif4_b,374178,2024-09-23T00:24:56.712091Z,0.937969216366,,,

motif4_b,131589,2024-09-23T00:08:46.356032Z,0.914884033375,,,
motif4_b,131590,2024-09-23T00:08:46.360032Z,0.901605644999,,,
motif5_a,131587,2024-09-23T00:08:46.348032Z,0.906606027766,,,

motif4_a,379893,2024-09-23T00:25:19.572093Z,0.907333585197,,,
motif5_a,379890,2024-09-23T00:25:19.560093Z,0.90342084105,,,
motif5_a,379891,2024-09-23T00:25:19.564093Z,0.924865721358,,,

motif4_a,396270,2024-09-23T00:26:25.080097Z,0.937969216366,,,
motif4_a,396271,2024-09-23T00:26:25.084097Z,0.901672240154,,,
motif5_a,396267,2024-09-23T00:26:25.068097Z,0.934834552369,,,
motif5_a,396268,2024-09-23T00:26:25.072097Z,0.926836803958,,,

motif4_a,163982,2024-09-23T00:10:55.928040Z,0.904923430048,,,

motif4_b,98630,2024-09-23T00:06:34.520024Z,0.904063775629,,,